개최일,부스 위치,자리수,대표작품,계정아이디,계정명,팔로워수,최상단트윗_알티,최상단트윗_마음,최상단트윗_노출수,최상단트윗_내용,multiple_ids
Day1,F24,2sp,"프로세카, 프로젝트 세카이",lulu54569084,루루 / 1디페 F24,156,2,5,300,,
Day1,F2a,1sp,프로젝트 세카이,kR21Pzg,1디페F2a냠충,"7,125",191,169,6.7만,1월 디페스타에 판매되는 니고 ncp 회지『25시 좀 민망한 개그북』의 선입금•통판 폼입니다!기한 ~ 2024-01-07 23:00사양: A5 / 40p(예정) / 7000원입금폼 https://witchform.com/deposit_form.php?idx=543949…샘플 https://posty.pe/bh04p3,
Day1,F2b,1sp,프로세카,⁦‪@touaki_numnum‬⁩,,0,0,0,0,,
Day1,F3,2sp,프로젝트 세카이,__MomMother_,엄마/1디페 F3,63,한 2~3월엔 계폭 할듯,4,91,,
Day1,F4,2sp,프로젝트 세카이,,,,,,,,
Day1,F5,2sp,프로젝트 세카이 컬러풀 스테이지! feat. 하츠네 미쿠,wwrin_k,우우린ううりん,1만,172,372,4만,"1디페 토우아키 신간 통판/수요조사폼(~1/9 23:59)후천성 컨트보이 소재를 다루고 있으므로 괜찮으신 분만 샘플열람해주세요. 잘 부탁드립니다...!샘플 : https://woworin.postype.com/post/15938262통판폼 : https://witchform.com/deposit_form.php?idx=545251…수요조사폼 : https://witchform.com/demand_form.php?idx=89503…콘텐츠 경고: Nudity, sensitive content 님게시자가 이 게시물에 민감한 콘텐츠가 포함되어 있다는 경고를 표시했습니다.표시",
Day1,F6,2sp,프로젝트 세카이,bd_0_prsk,(1디페 F6)ㅂㄷ,"3,528",1,1,5.3천,@null 위주 계정Profile http://litt.ly/bd_prskSpin http://spinspin.net/BD_0_prskBack-up http://bd-i700.postype.comⓒ 프린님,
Day1,F7,2sp,프로젝트 세카이 컬러풀 스테이지! feat. 하츠네 미쿠,Hyang_prsk,디페F7향コウ,"6,064",84,127,2.4만,1디페에 발행 예정인 프로세카 루이츠카 신간 '필수불가결한 너에게' 의 통판 및 현장수령을 받습니다.샘플  https://posty.pe/9sgtf4선입금폼  https://witchform.com/deposit_form/546431…(통판&현장수령 동시진행),
Day1,F8,2sp,프로젝트 세카이,b1gbambbang,디페F8/왕밤빵,"1,263",@1, https://bigbambbang.postype.com,1.4만,,
Day1,F9,2sp,프로젝트세카이,,,,,,,,
Day1,G1,4sp,,war_Som,월님,69,,서클 원하시는분 / 불편하신분 디엠 남겨주시면 확인합니다,1.2천,메인트 갠제 도전 하고 싶은 월님...성인 ㅇ 장르솜 0 논란솜/옷장 보유중 -> 지지x,
Day1,G10,2sp,"솜인형 소품샵 5,10,5cm +사람소품도있어요",geguri_store,,0,0,0,0,,
Day1,G11,2sp,1차창작,Hanol_clcl,1월디페(토) G11 __●,18,29,2,2.5천,https://kre.pe/rCXd크레페 커미션 오픈했습니다! 문의사항은 바이오 오픈 카톡으로 부탁드립니당잘 부탁드립니다!하놀님의 하바리움 볼펜 오마카세 | CREPE출처: crepe.cm,
Day1,G12,2sp,수공예,,,,,,,,
Day1,G13,2sp,데못죽,,,,,,,,
Day1,G14,2sp,,Dreamy_garden,환상뜨락・* ° ✲ ✿,81,3,44,7,Rt추첨 맞춤제작해드려요디페에서 통판문의가 많았던데코덴 탑꾸 탑로더 통판시작파도 탑꾸케이크 탑꾸제작 후 판매로 바로 배송가능카결가능 윗치폼,
Day1,G15,2sp,"뜨개소품, 탑로더",sudal_s,1디페)수달의 작업실,152,1,1,429,행사 마무리 했습니다!많은분들이 좋아해주셔서 기뻤어요 ㅠㅠ11월 중으로 요술봉 탑꾸 컬러별로 제작하여 올려보도록 하겠습니다,
Day1,G16,2sp,플레이브,scone_TopKKu,(디페G16)스콘이탑꾸마켓,233,1,2,2.3천,판매/커미션 공지 메인트용 입니다.23년 11월 13일 기준 수정되었습니다.-커미션 문의: DM/프로필 오픈카톡 확인,
Day1,G17,2sp,,sosohan611004,소소한 인형공방,2.5만,3천,1천,8.2만,RT2024년 용의해가 밝아오고있습니다앗! 당신은 귀여운 아기용과 눈이 마주쳤습니다 10초안에 알티하면 아기용이 2024년 행운세트를 몰래 배달해드립니다2024년 용의해 새해복 많이 받으세요!!!2024년도 잘 부탁드립니다,
Day1,G18,2sp,,Gongbangdear,Dear. 공방,306,37,1,1.1천, rt 두 분을 추첨해 화룡점정 팔찌를 드립니다Dear. 공방 미르(용) 시리즈 Chapter 1. 안락사 벽에서 날아가버린 용화룡점정 팔찌/귀걸이용눈을 담은 데일리팔찌와 화려한 귀걸이기간 : 8/18 ~ 9/15텀블벅에서만 제공되는 얼리버드 할인도 준비되어 있어요더 보기,
Day1,G2,2sp,,,,,,,,,
Day1,G20,2sp,,jayun_blue,made by 자윤,"1,174",1,97,20,항상 감사하는 마음을 담아 RT이벤트 열어봐요!RT+팔로해주신 한분에게 자캐/최애/키워드 등 원하시는 테마대로 비녀/헤어핀 제작해드려요.추첨일: 1월 29일행복한 새해 되시길 바라요. 앞으로도 잘부탁드립니다(*´˘`*),
Day1,G21,2sp,,JJB_D_,,0,0,0,0,,
Day1,G22,2sp,오리지널,,,,,,,,
Day1,G23,2sp,오리지널,Richinmm,리치몽 님이 재게시함,10,4,29,5천,"2023년 6월 8일@arny_trezzi 님에게 보내는 답글If you enjoyed this tweet pls like and retweet the first tweet to reach more $PLTR investors Arny@arny_trezzi·2023년 6월 8일1/ "" $PLTR IS A CONSULTANCY."" The consultancy component that is often criticized is, in reality, the source of @PalantirTech 's moat. Let me explain 더 보기",
Day1,G3,2sp,,,,,,,,,
Day1,G4,2sp,,,,,,,,,
Day1,G5,2sp,,,,,,,,,
Day1,G6a,1sp,,Y0ung0_weaving,(G6a)영영 위빙,412,6,7,1.2천,주문제작 공지기존 주문건에 집중하기 위해 아이디어스 제품 주문 및 크레페 커미션 신청을 닫아 둡니다.더 이상 쌓이면 제가 컨트롤 할 수 없겠다는 생각에...  최대한 열심히 만들어 보겠습니다만 이후 오픈 일정은 내년 2월 이후가 되지 않을까 싶어요.아이디어스 주문자분들께는 (이어서),
Day1,G6b,1sp,오리지널 1차 수공예 책상꾸미기 소품 키링 오브제(푸딩 거북이 당고),bu661y_hand5,,0,0,0,0,,
Day1,G7,2sp,핸드메이드 봉제인형,My_Planet_Doll,My☆Planet,"6,807",따듯하고 행운 가득한 새해되세요,10,1.1천,올 한해도 많은 사랑과 관심 정말 감사드립니다벌써 23년이 끝난다니 믿기 힘들고시간은 너무 쏜살같이 지나가는것 같네요내년에도 더 귀엽고 먹음직스러운(?) 인형들 많이 만들어보도록 하겠습니다!,
Day1,H11,2sp,창작커플(1차),zziiz_,찟=Yumiha「1/20디페H14」,543,5,2,1.6천,"1월 20일 디페스타 H14 부스로 참가합니다!<신간배포>아마타카 - 오월동주애플드롭<신간 판매>지크토니 - 이제 어른이라니까요!(R19)지크토니 - 창공의 폴라리스정궁 - 말하지 않으면, 전하지 않으면, 닿지 않아정궁 - □문흡공지서(R19) 잘 부탁드립니다! 현장판매수량은 극소량입니다.더 보기찟=Yumiha「1/20디페H14」@zziiz_·2023년 12월 18일[신간안내]1월 20일 디페스타 발행 및 배포 안내 - 크릴새우 1월 20일 신간 4종의 안내 페이지를 별도로 만들었습니다! 잘 부탁드립니다! https://posty.pe/rvk5h9 #postype",
Day1,H12,2sp,젤다의 전설,,,,,,,,
Day1,H15,2sp,플레이브,iseo_12,1디페 H15 이서,954,2,1,3.2천,방금 부스에서 물건구매하고가신 ㅂㅅㅇ님을 찾습니다ㅠㅜ 포카세트를 빼고 드렸어요ㅠㅠㅜㅠㅠ 안돼애,
Day1,H16,2sp,"플레이브,스파이더맨,슬램덩크,니지산지",dobaksanta,NO.2,11,https://witchform.com/formViewer/slim.php?idx=442728…,더 보기,1.2천,7월 디페 재고 통판 진행합니다기간 : ~8/31 까지배송은 매주 월요일에 준등기로 진행됩니다날짜와 내용수정있어서 다시올려요~!,
Day1,H18,2sp,플레이브,,,,,,,,
Day1,H19,2sp,터무니없는 이야기 ,,,,,,,,
Day1,H1a,1sp,데뷔못하면죽는병걸림,pooruem_DMJ,푸름,843,4,1,831,"화양연화 럭드 포토카드HAYU님, 코우님꺼 구합니다..!!!ㅠㅠㅠ제발 연락주세요오..ㅠㅠㅠㅠ푸름@pooruem_DMJ·2023년 12월 18일박문대 생일카페연 디저트 특전과 럭키드로우 포토카드 8종 다 구합니다화양연화 투명포카& 키링& 포토카드 전 종 다 구하며연, 화양연화 전프레 3일치 다 구합니다연락주세요ㅠㅠ",
Day1,H1b,1sp,데뷔 못하면 죽는 병 걸림,takeyoursky,(디페 가시는 분들 메인트)늘,239,1,1,170,디페 가는 분들 멘션해주세요,
Day1,H20,2sp,1차창작,homilpain,homil 님이 재게시함,2.3만,636,3.3천,6만,,
Day1,H21,2sp,플레이브,CosMayon,,0,0,0,0,,
Day1,H22,2sp,명일방주 플레이브 데뷔못하면죽는병걸림,M_33M4,MEEMA/메마,"7,211",1,1,1.2천,https://spinspin.net/M_33M4 다른 메세지는 이쪽으루...MEEMA/메마의 리퀘박스,
Day1,H23a,1sp,가비지타임,olivine_olo0,,0,0,0,0,,
Day1,H24,2sp,모모찌,iamyunji,달콤한 일러스트/ 디페스타 H1,786,2,42,43,통판http://naver.me/56eP4VJc,
Day1,H2a,1sp,,RH_h0use,,0,0,0,0,,
Day1,H3,2sp,,,,,,,,,
Day1,H4,2sp,,matsultang,맛설탕 님이 재게시함,"7,167",11,27,882,"21시간<야매 힐러로 사는 법>38화, 미리보기 43화 업로드 되었습니다:)",
Day1,H5,2sp,,yoonzise,Zise 지세,"1,042",1,13,922,#commisionsopen #커미션_개장 일러스트 타입#RT 한 분께 2인 일러스트 그려드려요http://kre.pe/YpRk@cms_crepe더 보기지세ZISE님의 일러스트 타입 illust type | CREPE,
Day1,H6a,1sp,,,,,,,,,
Day1,H6b,1sp,,_millcat,고양이방앗간,545,53,69,6.1천,,
Day1,H7,2sp,오리지널,6_e_sam,육이삼,26,인스타::http://instagram.com/6_e_sam/,픽시브::http://pixiv.net/users/67826038,포스타입::http://6-e-sam.postype.com,main트위터::@blueblue_rabbit,
Day1,H8,2sp,,sombasae,솜바새,1만,3,285,37,"솜솜잡화점 금속뱃지, 스티커, 떡메모지 25% 세일합니다대부분의 뱃지, 문구류와 오랫동안 품절이었던 뱃지들도 조금씩 더 찾아 입점처 분량과 함께 넣어두었어요.알티 추첨 한분께 문구덕질 자금 3만원+원하시는 종류 뱃지 선물로 보내드릴게요!https://smartstore.naver.com/sombasae",
Day1,H9,2sp,오리지널,alman_dawn,현직 염소 알만다이트,104,1,1,188,24회 디페 겨울새우(@ Gyeulsau)님과 가내자컾 회지로 참여합니다~~ 트친님들,
Day1,I1,4sp,크툴루의 부름,projectkuki,1디페 I1 프로젝트 쿠키!,"3,229",25,1,1.6천,1월 20일(토) 양재 AT센터 디페스타에 참가합니다! 1관 I1 [프로젝트 쿠키] 부스입니다.  다양한 재고와 신간[여왕을 위하여 SRD - ArchEnemy.]를 가져갑니다. 프로젝트 쿠키 시나리오에 관심이 있다면 들러주세요!  https://projectkuki.tistory.com/292,
Day1,I10,2sp,혈계전선,Otamot007,토벅/トバス,659,빠밤,2,17,오픈카톡 https://open.kakao.com/o/sxIp3vW디코 Buster #.6046네이버 블로그m.blog.naver.com,
Day1,I11,2sp,혈계전선,Mazzy_2nd,마찌,285,9,15,3.8천,메인트가 낡아서... 업뎃합니다,
Day1,I12,2sp,,,,,,,,,
Day1,I14,2sp,혈계전선,,,,,,,,
Day1,I17,2sp,혈계전선,tara_love_peace,타라몬,12,23,10,1.7천,1월 디페스타 혈계전선 쁘띠존무료 배포본 간단하게 수요조사 받으려 합니다..!혈계전선 X 트라이건 크로스오버 트라전선 혈계전선 올캐릭 + 트라이건 밧울밧 / POV 레오사양은 B6/ 약 14p 내외로 예상하고 있습니다폼 링크 : https://forms.gle/6vos5wtTrMTLQa3m6…샘플 :<제 24회 디페스타 샘플> 그 다이너에는 수호천사가 산다 : 포스타입 포스트출처: loveandpeace2all.postype.com,
Day1,I18,2sp,혈계전선,Jellyfish_BBB,1디페 i18 밀크티젤리(통판 예정),171,29,12,1.5천,라이브라 사원증 선입금 폼입니다~!! 배송 기간을 고려하여 월요일 11시 59분까지만 받습니다다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경보기,
Day1,I20a,1sp,bl,,,,,,,,
Day1,I20b,1sp,,,,,,,,,
Day1,I21a,1sp,,dumpling0417,,0,0,0,0,,
Day1,I23,2sp,Nu Carnival,xjcjdd__fscc,케챠라챺빵,182,4,5,1.4천,,
Day1,I2a,1sp,마기카로기아,Constellar_owl,(1.20디페/I2a) 뺌!,460,1,1,1,여러분 안녕!마스토돈을 저도 만들었어요.트위터가 망할 때까지는 일론머스크의 돈을 빨아먹기 위해 왔다갔다 할거지만 거기서도 절 보고 싶은 분은 팔로해주시면 감사해용!,
Day1,I3,2sp,,,,,,,,,
Day1,I4,2sp,,qazwsx1493,뿅ピョン 디페i4,1.4만,355,1.5천,21만,"<강건히 사랑하고, 수오하라!> 가 리디북스에서 선독점으로 오픈했습니다!1화 무료, ~11화까지 오픈했으니 연휴동안 재밌게 읽어주신다면 감사합니다...행복하고 즐거운 추석 보내세요https://ridibooks.com/books/4895000285?_rdt_sid=2497&_rdt_idx=25…",
Day1,I5,2sp,달빛아래,,,,,,,,
Day1,I6,4sp,,veltus_lab,VELTUS_ 님이 재게시함,10,7.6천,3.7만,"1,804만",2023년 12월 15일The way she calmly walks awayDale Rts 님의,
Day1,I7a,1sp,주술회전,,,,,,,,
Day1,I7b,1sp,혈계전선,on_se_renity,사라,27,보기,4,60,딱 적당한 양의 예약이 들어왔기 때문에 일찍 마감합니다! 디페에서 뵈어요,
Day1,I8,2sp,혈계전선,,,,,,,,
Day1,I9a,1sp,혈계전선,,,,,,,,
Day1,I9b,1sp,혈계전선,gingerywpd,강생강 님이 재게시함,325,36,50,1.7천,2023년 5월 6일,
Day1,J10,2sp,혈계전선,__flamel_,𝓂ℯ𝓁 1디페J10,274,1,6,2천,"Flamel (@ __flamel_) (Joined May 2019) : 어중간한 오타쿠로 만화와 애니메이션, 소설을 좋아했지만 너무나 게을러 생전 연성 한 줄 쓰지 않았다.HEIM@HeiM_DaI·2018년 10월 7일",
Day1,J11a,1sp,혈계전선,,,,,,,,
Day1,J11b,1sp,혈계전선,aohana_03,1디페 J11b RINA,217,나 뭐 선입굼 안했는지 모르겠다 미친 일힘둘었나 뭐하려했드라,1,3,,
Day1,J12,2sp,,julgi___,줄기 1월 디페 J12,"1,469",82,132,8.7천,1월 디페 J12안녕하세요.. 얼레벌레 사람.. 디페엽니다크라레오 카피북/ 상사샌드 굿즈 팔아요..선입금 폼 (~6일 토요일까지)https://witchform.com/deposit_form.php?idx=545312…,
Day1,J14a,1sp,역전재판 시리즈,meiareum,J14a / Aster,228,하단에 타래로 이어지는 성향 소개 및 설명문(NG요소 포함)을 숙지하셨다면 FUBM는 쌍방 자유롭게 부탁드립니다.,4,10,[Main Tweet]전기 트릴로지와 검사 시리즈 중심으로 다채롭게 이야기하고 있습니다.,
Day1,J14b,1sp,역전재판,kiml0919,1디페를 기억하라,89,2019년 5월 8일,<메인트윗>,3,,
Day1,J15,2sp,역전재판 시리즈,,,,,,,,
Day1,J17,2sp,역전재판 시리즈,,,,,,,,
Day1,J18,2sp,,,,,,,,,
Day1,J19,2sp,트라이건,,,,,,,,
Day1,J2,2sp,트라이건,,,,,,,,
Day1,J20a,1sp,트라이건 스탬피드,S22023AA,매일불타는사람,119,1디페 마감은ㅇ ㅕㄹ심히 해볼게요 ㅋㅋ ㅠㅜ  . ㅜㅜㅜ일이 너무 많아서 못하면ㄱ ㅡ냥 부스 버림(부스: 저기,1,109,,
Day1,J22,2sp,트라이건 맥시멈 ,yBTjL4DZy7Wgp0j,roza roza,"2,321",39,45,4.6천,[트라이건] 1월 디페 굿즈  선입금홍보& 선입금 폼https://witchform.com/deposit_form.php?idx=546920…통판과 현장 수령 함께 진행하고 있습니다(+LR 본 2x3 을 통판 신청하신 분께는 배송비 없이 구매하신 책과 굿즈를 함께 동봉해드립니다)잘부탁드립니다,
Day1,J23,2sp,트라이건 맥시멈,,,,,,,,
Day1,J24,2sp,트라이건 맥시멈,gudoggyebal,디페/J24)건어물뼝아리,691,더 보기,2,712,선입금 1월 5일 23시 59분까지입니다! 잘 부탁드립니다~디페/J24)건어물뼝아리@gudoggyebal·2023년 12월 22일[RT]1디페(1월 20일)에 나올 트라이건 맹우cp 회지 현장수령/통판 통합 선입금 폼입니다.,
Day1,J3,2sp,트라이건,cmchoco2,,0,0,0,0,,
Day1,J4,2sp,"트라이건, 트라이건 맥시멈, 트라이건 스탬피드",,,,,,,,
Day1,J5,2sp,트라이건,Citronplanet,炎,"5,783",3,33,4.1만,성향표시를 위해 썼는데 그냥 원작 감상문되어버리다...,
Day1,J6,2sp,트라이건,,,,,,,,
Day1,J7,2sp,월한강천록: 무림제일폐,Annbbang,단팥빵 1디페(토)/J7,261,1,11,12,,
Day1,J8,2sp,세포신곡.,Die_nier,,0,0,0,0,,
Day1,J9,2sp,세포신곡,kamhee_,1디페J9/캄희,"1,725",82,60,8.3천,1월 20일(토) 디페스타 1관 J9세포신곡/트라이건 부스로 참여합니다!자세한건 부스인포 확인해주세요~!,
Day1,K1,2sp,전지적독자시점,SION_428,시온⋆⁺₊⋆(1디페/K1),1.9만,please don't ask me if you can post it on another website.,1,29,"출처와 링크 표기하면 타사이트 업로드 허락해드렸었는데, 일일이 답변해드리기 힘들어서 이제부터 전부 금지할게요.",
Day1,K12,4sp,트라이건,VW_petit_kr,"「하여, 우리는 그들을 이 백지에 기록한다.」 2024 밧울 쁘띠존",227,124,72,1.5만,"2024-01-20(토)일자로 예정된 제24회 디.페스타에서 2024년 밧슈울프 쁘띠존 「하여, 우리는 그들을 이 백지에 기록한다.」행사가 개최됩니다.",
Day1,K14,2sp,,,,,,,,,
Day1,K16,2sp,트라이건,vashwolwoowoo,1디페 K16 로뚜,144,31,21,1.7천,1디페 밧슈울프 쁘띠존 K16에서 발간예정인 'The Moonbow' 밧울 회지 선입금 및 통판을 받습니다포타 인포https://posty.pe/29xtd3선입금 및 통판 폼https://witchform.com/payform/?uuid=8AS5HC6KD8…,
Day1,K18b,1sp,트라이건,danza_721,단데기,"8,425",푸슝: https://pushoong.com/ask/7511621659,3,2만,포타: https://degizip.postype.com,
Day1,K19,2sp,명탐정코난,I_A_Se,(디페/K19) 순자,44,7,7,545,[RT]1월 디페 우성명헌 신간 수량조사짧게나마 신간 수량 조사 진행합니다 (~1/14) 칭찬은 밤톨도 춤추게 한다 (리맨물 AU) 수량조사 : https://witchform.com/demand_form.php?idx=90415…인포 페이지 : https://posty.pe/dmjewh자세한 사항은 인포 페이지를 참고 해주세요,
Day1,K2,2sp,"전지적 독자 시점, 최애의 아이",Baekuan_10,( 1디페 K2 ) 백안,128,2,11,422,#누구보다_빠른_1월_최애_선점,
Day1,K20,2sp,명탐정 코난,detectseo,서 @디페K20,46,32,19,1.3만,RT10월 디페스타 아카아무 소설본 <울리고 싶어>의 선입금(현장/통판)을 진행합니다(~10/13)선입금 페이지 https://witchform.com/deposit_form/494038…기존 연재분 http://posty.pe/7lvg0z,
Day1,K21,2sp,명탐정 코난,Gunan_222,구난,"2,836",1,1,9.6천,"[메인트]아무거나 해요..그래도 뭔가 한다면.. 코난 화귀 젤다 갑탐 이겠네요.. 장시간 응답이 없거나, 커미션 의뢰를 원하신다면 @INAN_CMS",
Day1,K22a,1sp,명탐정 코난,comet_xio,(디페/K22a) 시오,"8,190",시오룽의 리퀘박스,출처: spinspin.net,4만,,
Day1,K23a,1sp,"명탐정 코난, 닥터스톤",,,,,,,,
Day1,K24,2sp,명탐정코난,shjpt,토K24/일S14성팬,1.1만,538,145,2.6만,가비지타임화산귀환 아크릴 선입금 폼입니다! : 12.18 19:30~ 12.22 13:00현장수령https://witchform.com/payform/?uuid=31MNKBSUJM…통판https://witchform.com/deposit_form.php?idx=536583…•가비지타임은 아크릴과 일반 굿즈를 함께 통판 받고 있습니다.• RT추첨 1분께 아크릴 키링 1개를 보내드립니다.,
